item_code,design_code,design_name,category,karat,gold_color,ring_size,diamond_grade,actual_net_weight,actual_diamond_weight,cert_lab,cert_number,hallmark_number,price,status
YRA-0148-18Y-14,SO-028,Hia Solitaire Ring,Solitaires,18Kt,Yellow,14,IJ/SI,4.718,0.8,GIA,149369590,,89500.0,sold
YRA-0148-18Y-20,SO-028,Hia Solitaire Ring,Solitaires,18Kt,Yellow,20,HI/SI,5.155,0.79,GIA,801222377,,107400.0,sold
YRA-0148-18R-18,SO-028,Hia Solitaire Ring,Solitaires,18Kt,Rose,18,HI/SI,5.005,0.78,GIA,402901703,,105200.0,in_stock
YRA-0148-18R-20,SO-028,Hia Solitaire Ring,Solitaires,18Kt,Rose,20,HI/SI,5.155,0.8,IGI,191131390,,108100.0,in_stock
YRA-0148-18R-10,SO-028,Hia Solitaire Ring,Solitaires,18Kt,Rose,10,HI/SI,4.447,0.79,GIA,464757321,,100300.0,sold
YRA-0149-14R-14,SO-029,Isha Solitaire Ring,Solitaires,14Kt,Rose,14,HI/SI,3.208,0.85,GIA,992127914,,87000.0,in_stock
YRA-0149-14R-6,SO-029,Isha Solitaire Ring,Solitaires,14Kt,Rose,6,HI/SI,2.851,0.86,IGI,746643627,,84700.0,in_stock
YRA-0149-14R-20,SO-029,Isha Solitaire Ring,Solitaires,14Kt,Rose,20,IJ/SI,3.506,0.84,GIA,980055055,,73800.0,sold
YRA-0149-14W-8,SO-029,Isha Solitaire Ring,Solitaires,14Kt,White,8,JK/SI,2.936,0.86,GIA,442740852,,56900.0,in_stock
YRA-0149-14W-14,SO-029,Isha Solitaire Ring,Solitaires,14Kt,White,14,IJ/SI,3.208,0.85,GIA,293678790,,71900.0,in_stock
YRA-0149-14W-6,SO-029,Isha Solitaire Ring,Solitaires,14Kt,White,6,JK/SI,2.851,0.85,GIA,692824789,,55800.0,in_stock
YRA-0149-18R-16,SO-029,Isha Solitaire Ring,Solitaires,18Kt,Rose,16,JK/SI,3.966,0.87,IGI,921705529,,72400.0,sold
YRA-0149-18R-20,SO-029,Isha Solitaire Ring,Solitaires,18Kt,Rose,20,JK/SI,4.207,0.85,IGI,709250960,,74000.0,in_stock
YRA-0149-18R-6,SO-029,Isha Solitaire Ring,Solitaires,18Kt,Rose,6,IJ/SI,3.421,0.83,GIA,537539269,,78200.0,in_stock
YRA-0149-18Y-8,SO-029,Isha Solitaire Ring,Solitaires,18Kt,Yellow,8,IJ/SI,3.523,0.86,GIA,440716818,,80800.0,in_stock
YRA-0149-18Y-16,SO-029,Isha Solitaire Ring,Solitaires,18Kt,Yellow,16,IJ/SI,3.966,0.86,IGI,498958613,,85300.0,in_stock
YRA-0149-18Y-6,SO-029,Isha Solitaire Ring,Solitaires,18Kt,Yellow,6,IJ/SI,3.421,0.86,GIA,800695580,,79800.0,sold
YRA-0150-14R-16,SO-030,Jia Solitaire Ring,Solitaires,14Kt,Rose,16,JK/SI,3.744,0.83,IGI,805317913,,62500.0,sold
YRA-0150-14R-18,SO-030,Jia Solitaire Ring,Solitaires,14Kt,Rose,18,JK/SI,3.856,0.8,GIA,694832099,,62200.0,sold
YRA-0150-14R-20,SO-030,Jia Solitaire Ring,Solitaires,14Kt,Rose,20,JK/SI,3.972,0.81,IGI,243164966,,63600.0,sold
YRA-0150-14W-18,SO-030,Jia Solitaire Ring,Solitaires,14Kt,White,18,JK/SI,3.856,0.82,IGI,355740714,,63000.0,in_stock
YRA-0150-14W-16,SO-030,Jia Solitaire Ring,Solitaires,14Kt,White,16,HI/SI,3.744,0.8,IGI,505245584,,87800.0,in_stock
YRA-0150-14W-10,SO-030,Jia Solitaire Ring,Solitaires,14Kt,White,10,HI/SI,3.426,0.83,GIA,614243777,,87300.0,sold
YRA-0150-18Y-10,SO-030,Jia Solitaire Ring,Solitaires,18Kt,Yellow,10,IJ/SI,4.111,0.83,IGI,490681458,,85100.0,in_stock
YRA-0150-18Y-20,SO-030,Jia Solitaire Ring,Solitaires,18Kt,Yellow,20,JK/SI,4.766,0.81,GIA,238746379,,78100.0,in_stock
YRA-0150-18Y-14,SO-030,Jia Solitaire Ring,Solitaires,18Kt,Yellow,14,JK/SI,4.362,0.83,GIA,799136627,,74800.0,in_stock
YRA-0150-18W-14,SO-030,Jia Solitaire Ring,Solitaires,18Kt,White,14,JK/SI,4.362,0.81,GIA,500401256,,74100.0,in_stock
YRA-0150-18W-16,SO-030,Jia Solitaire Ring,Solitaires,18Kt,White,16,IJ/SI,4.493,0.8,IGI,232229323,,87300.0,in_stock
YRA-0150-18W-18,SO-030,Jia Solitaire Ring,Solitaires,18Kt,White,18,IJ/SI,4.627,0.8,GIA,349873039,,88600.0,in_stock
YRA-0151-14Y-16,CS-001,Aura Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,16,IJ/SI,4.258,1.01,IGI,356169284,,89100.0,in_stock
YRA-0151-14Y-20,CS-001,Aura Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,20,HI/SI,4.518,1.01,GIA,393848690,,109200.0,in_stock
YRA-0151-14Y-8,CS-001,Aura Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,8,IJ/SI,3.784,1.0,GIA,823451872,,84600.0,sold
YRA-0151-14R-8,CS-001,Aura Color Stone Ring,Color Stone Jewellery,14Kt,Rose,8,JK/SI,3.784,1.02,IGI,605846862,,70000.0,in_stock
YRA-0151-14R-20,CS-001,Aura Color Stone Ring,Color Stone Jewellery,14Kt,Rose,20,IJ/SI,4.518,1.03,IGI,204726362,,92300.0,in_stock
YRA-0151-14R-18,CS-001,Aura Color Stone Ring,Color Stone Jewellery,14Kt,Rose,18,HI/SI,4.386,1.02,IGI,875631785,,108800.0,sold
YRA-0151-18R-12,CS-001,Aura Color Stone Ring,Color Stone Jewellery,18Kt,Rose,12,JK/SI,4.817,1.03,IGI,452990809,,86900.0,in_stock
YRA-0151-18R-20,CS-001,Aura Color Stone Ring,Color Stone Jewellery,18Kt,Rose,20,IJ/SI,5.422,1.01,GIA,741744300,,107700.0,sold
YRA-0151-18R-18,CS-001,Aura Color Stone Ring,Color Stone Jewellery,18Kt,Rose,18,IJ/SI,5.263,1.04,GIA,870493388,,107800.0,in_stock
YRA-0151-18Y-20,CS-001,Aura Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,20,HI/SI,5.422,1.03,IGI,595771382,,127100.0,in_stock
YRA-0151-18Y-12,CS-001,Aura Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,12,HI/SI,4.817,1.03,IGI,102318882,,121100.0,in_stock
YRA-0151-18Y-16,CS-001,Aura Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,16,JK/SI,5.11,1.04,GIA,455706442,,90200.0,in_stock
YRA-0152-14R-16,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,14Kt,Rose,16,HI/SI,2.244,0.86,GIA,202068703,,79700.0,in_stock
YRA-0152-14R-12,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,14Kt,Rose,12,JK/SI,2.115,0.85,GIA,474072202,,49700.0,in_stock
YRA-0152-14R-6,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,14Kt,Rose,6,JK/SI,1.936,0.88,GIA,582490472,,49400.0,sold
YRA-0152-14W-16,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,14Kt,White,16,JK/SI,2.244,0.88,GIA,819161409,,51900.0,sold
YRA-0152-14W-12,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,14Kt,White,12,JK/SI,2.115,0.85,IGI,191176645,,49700.0,sold
YRA-0152-14W-6,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,14Kt,White,6,JK/SI,1.936,0.84,IGI,257100542,,47800.0,sold
YRA-0152-18R-16,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,18Kt,Rose,16,IJ/SI,2.693,0.87,GIA,306738259,,73100.0,in_stock
YRA-0152-18R-12,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,18Kt,Rose,12,JK/SI,2.538,0.84,IGI,237448345,,57000.0,in_stock
YRA-0152-18R-6,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,18Kt,Rose,6,JK/SI,2.323,0.87,IGI,867258096,,56000.0,in_stock
YRA-0152-18W-16,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,18Kt,White,16,IJ/SI,2.693,0.84,GIA,354634404,,71500.0,in_stock
YRA-0152-18W-12,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,18Kt,White,12,IJ/SI,2.538,0.84,IGI,180576414,,70000.0,in_stock
YRA-0152-18W-6,CS-002,Celeste Color Stone Ring,Color Stone Jewellery,18Kt,White,6,HI/SI,2.323,0.85,IGI,206088755,,83500.0,in_stock
YRA-0153-14W-10,CS-003,Vega Color Stone Ring,Color Stone Jewellery,14Kt,White,10,HI/SI,6.25,0.7,IGI,901268334,,101500.0,in_stock
YRA-0153-14W-16,CS-003,Vega Color Stone Ring,Color Stone Jewellery,14Kt,White,16,HI/SI,6.829,0.69,IGI,756982763,,105600.0,in_stock
YRA-0153-14W-12,CS-003,Vega Color Stone Ring,Color Stone Jewellery,14Kt,White,12,IJ/SI,6.437,0.68,GIA,836272948,,89600.0,in_stock
YRA-0153-14Y-16,CS-003,Vega Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,16,IJ/SI,6.829,0.7,IGI,744199180,,93900.0,sold
YRA-0153-14Y-8,CS-003,Vega Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,8,IJ/SI,6.067,0.68,GIA,339163149,,86500.0,in_stock
YRA-0153-14Y-10,CS-003,Vega Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,10,HI/SI,6.25,0.69,IGI,578611419,,100800.0,in_stock
YRA-0153-18R-16,CS-003,Vega Color Stone Ring,Color Stone Jewellery,18Kt,Rose,16,IJ/SI,8.195,0.67,IGI,176316508,,117200.0,in_stock
YRA-0153-18R-20,CS-003,Vega Color Stone Ring,Color Stone Jewellery,18Kt,Rose,20,JK/SI,8.694,0.68,GIA,777067838,,112200.0,sold
YRA-0153-18R-10,CS-003,Vega Color Stone Ring,Color Stone Jewellery,18Kt,Rose,10,IJ/SI,7.5,0.7,IGI,532926811,,111900.0,in_stock
YRA-0153-18W-10,CS-003,Vega Color Stone Ring,Color Stone Jewellery,18Kt,White,10,JK/SI,7.5,0.66,IGI,317195523,,99600.0,sold
YRA-0153-18W-16,CS-003,Vega Color Stone Ring,Color Stone Jewellery,18Kt,White,16,IJ/SI,8.195,0.67,IGI,484190495,,117200.0,in_stock
YRA-0153-18W-8,CS-003,Vega Color Stone Ring,Color Stone Jewellery,18Kt,White,8,IJ/SI,7.28,0.67,IGI,937341976,,108100.0,sold
YRA-0154-14W-12,CS-004,Ira Color Stone Ring,Color Stone Jewellery,14Kt,White,12,JK/SI,6.237,1.21,GIA,251980328,,97500.0,in_stock
YRA-0154-14W-8,CS-004,Ira Color Stone Ring,Color Stone Jewellery,14Kt,White,8,JK/SI,5.879,1.19,GIA,435787012,,93800.0,in_stock
YRA-0154-14W-16,CS-004,Ira Color Stone Ring,Color Stone Jewellery,14Kt,White,16,JK/SI,6.617,1.21,GIA,121246881,,100700.0,in_stock
YRA-0154-14R-12,CS-004,Ira Color Stone Ring,Color Stone Jewellery,14Kt,Rose,12,HI/SI,6.237,1.21,GIA,974826044,,137700.0,sold
YRA-0154-14R-8,CS-004,Ira Color Stone Ring,Color Stone Jewellery,14Kt,Rose,8,HI/SI,5.879,1.2,GIA,969099911,,134000.0,sold
YRA-0154-14R-14,CS-004,Ira Color Stone Ring,Color Stone Jewellery,14Kt,Rose,14,HI/SI,6.424,1.18,GIA,114358846,,137100.0,in_stock
YRA-0154-18W-14,CS-004,Ira Color Stone Ring,Color Stone Jewellery,18Kt,White,14,JK/SI,7.709,1.21,IGI,839137086,,122500.0,sold
YRA-0154-18W-6,CS-004,Ira Color Stone Ring,Color Stone Jewellery,18Kt,White,6,JK/SI,6.85,1.2,IGI,668500713,,113600.0,sold
YRA-0154-18W-8,CS-004,Ira Color Stone Ring,Color Stone Jewellery,18Kt,White,8,HI/SI,7.055,1.22,IGI,289200081,,156900.0,sold
YRA-0154-18Y-6,CS-004,Ira Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,6,IJ/SI,6.85,1.22,IGI,471293087,,133100.0,in_stock
YRA-0154-18Y-16,CS-004,Ira Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,16,IJ/SI,7.94,1.19,IGI,853651683,,142400.0,in_stock
YRA-0154-18Y-14,CS-004,Ira Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,14,HI/SI,7.709,1.18,GIA,543923317,,160500.0,in_stock
YRA-0155-14R-16,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,14Kt,Rose,16,JK/SI,4.272,1.06,IGI,321104791,,75500.0,in_stock
YRA-0155-14R-18,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,14Kt,Rose,18,JK/SI,4.4,1.07,IGI,766589022,,77000.0,in_stock
YRA-0155-14R-20,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,14Kt,Rose,20,IJ/SI,4.532,1.08,GIA,259516665,,95100.0,in_stock
YRA-0155-14Y-20,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,20,JK/SI,4.532,1.08,GIA,163459538,,78500.0,sold
YRA-0155-14Y-16,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,16,HI/SI,4.272,1.07,GIA,423812571,,111400.0,sold
YRA-0155-14Y-18,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,18,JK/SI,4.4,1.08,GIA,797461457,,77400.0,in_stock
YRA-0155-18W-18,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,18Kt,White,18,JK/SI,5.28,1.09,IGI,121444533,,93800.0,in_stock
YRA-0155-18W-14,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,18Kt,White,14,JK/SI,4.978,1.07,GIA,492581643,,90000.0,in_stock
YRA-0155-18W-16,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,18Kt,White,16,HI/SI,5.126,1.07,GIA,836203453,,127000.0,in_stock
YRA-0155-18Y-20,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,20,IJ/SI,5.438,1.07,GIA,257770089,,111100.0,in_stock
YRA-0155-18Y-6,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,6,JK/SI,4.422,1.09,GIA,811471545,,85300.0,in_stock
YRA-0155-18Y-16,CS-005,Zoya Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,16,IJ/SI,5.126,1.07,GIA,805369403,,108000.0,in_stock
YRA-0156-14W-10,CS-006,Meera Color Stone Ring,Color Stone Jewellery,14Kt,White,10,JK/SI,5.524,0.74,GIA,181610254,,73800.0,sold
YRA-0156-14W-18,CS-006,Meera Color Stone Ring,Color Stone Jewellery,14Kt,White,18,IJ/SI,6.218,0.73,GIA,224649226,,90400.0,in_stock
YRA-0156-14W-8,CS-006,Meera Color Stone Ring,Color Stone Jewellery,14Kt,White,8,IJ/SI,5.363,0.76,GIA,311826495,,84900.0,in_stock
YRA-0156-14R-10,CS-006,Meera Color Stone Ring,Color Stone Jewellery,14Kt,Rose,10,IJ/SI,5.524,0.74,GIA,207606989,,85200.0,in_stock
YRA-0156-14R-18,CS-006,Meera Color Stone Ring,Color Stone Jewellery,14Kt,Rose,18,HI/SI,6.218,0.75,IGI,398440653,,104800.0,in_stock
YRA-0156-14R-14,CS-006,Meera Color Stone Ring,Color Stone Jewellery,14Kt,Rose,14,HI/SI,5.861,0.76,IGI,630009896,,102600.0,in_stock
YRA-0156-18Y-14,CS-006,Meera Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,14,IJ/SI,7.033,0.75,GIA,845534399,,109900.0,sold
YRA-0156-18Y-10,CS-006,Meera Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,10,HI/SI,6.629,0.76,IGI,168458277,,119900.0,in_stock
YRA-0156-18Y-18,CS-006,Meera Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,18,HI/SI,7.462,0.75,IGI,716939442,,127500.0,in_stock
YRA-0156-18W-10,CS-006,Meera Color Stone Ring,Color Stone Jewellery,18Kt,White,10,JK/SI,6.629,0.74,GIA,668716013,,94000.0,sold
YRA-0156-18W-8,CS-006,Meera Color Stone Ring,Color Stone Jewellery,18Kt,White,8,JK/SI,6.436,0.74,GIA,706928793,,92000.0,in_stock
YRA-0156-18W-14,CS-006,Meera Color Stone Ring,Color Stone Jewellery,18Kt,White,14,JK/SI,7.033,0.75,IGI,926311040,,98400.0,in_stock
YRA-0157-14W-8,CS-007,Tara Color Stone Ring,Color Stone Jewellery,14Kt,White,8,JK/SI,5.744,1.51,GIA,569313985,,104800.0,sold
YRA-0157-14W-20,CS-007,Tara Color Stone Ring,Color Stone Jewellery,14Kt,White,20,JK/SI,6.859,1.49,GIA,847407873,,113300.0,sold
YRA-0157-14W-18,CS-007,Tara Color Stone Ring,Color Stone Jewellery,14Kt,White,18,IJ/SI,6.659,1.5,IGI,801718609,,135100.0,in_stock
YRA-0157-14Y-18,CS-007,Tara Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,18,HI/SI,6.659,1.5,IGI,284344106,,161800.0,in_stock
YRA-0157-14Y-20,CS-007,Tara Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,20,IJ/SI,6.859,1.52,GIA,669204683,,137800.0,in_stock
YRA-0157-14Y-12,CS-007,Tara Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,12,IJ/SI,6.094,1.5,IGI,772155818,,130400.0,in_stock
YRA-0157-18R-20,CS-007,Tara Color Stone Ring,Color Stone Jewellery,18Kt,Rose,20,IJ/SI,8.231,1.49,GIA,749521195,,161300.0,sold
YRA-0157-18R-8,CS-007,Tara Color Stone Ring,Color Stone Jewellery,18Kt,Rose,8,HI/SI,6.893,1.48,IGI,496095422,,173700.0,in_stock
YRA-0157-18R-18,CS-007,Tara Color Stone Ring,Color Stone Jewellery,18Kt,Rose,18,HI/SI,7.991,1.49,GIA,727107420,,185400.0,in_stock
YRA-0157-18W-12,CS-007,Tara Color Stone Ring,Color Stone Jewellery,18Kt,White,12,HI/SI,7.313,1.49,IGI,673759375,,178600.0,sold
YRA-0157-18W-18,CS-007,Tara Color Stone Ring,Color Stone Jewellery,18Kt,White,18,JK/SI,7.991,1.5,GIA,501316891,,136300.0,in_stock
YRA-0157-18W-8,CS-007,Tara Color Stone Ring,Color Stone Jewellery,18Kt,White,8,IJ/SI,6.893,1.5,GIA,316826222,,148500.0,in_stock
YRA-0158-14Y-8,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,8,IJ/SI,5.676,0.63,IGI,613202124,,80600.0,in_stock
YRA-0158-14Y-12,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,12,IJ/SI,6.022,0.63,IGI,153481491,,83500.0,sold
YRA-0158-14Y-14,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,14,HI/SI,6.203,0.63,GIA,746560114,,96200.0,in_stock
YRA-0158-14W-10,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,14Kt,White,10,IJ/SI,5.847,0.6,GIA,875904249,,80400.0,sold
YRA-0158-14W-12,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,14Kt,White,12,JK/SI,6.022,0.63,GIA,214104548,,73800.0,sold
YRA-0158-14W-14,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,14Kt,White,14,HI/SI,6.203,0.62,GIA,783506561,,95400.0,in_stock
YRA-0158-18Y-10,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,10,HI/SI,7.016,0.6,GIA,431736263,,112400.0,in_stock
YRA-0158-18Y-8,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,8,HI/SI,6.811,0.64,GIA,598039284,,113200.0,in_stock
YRA-0158-18Y-12,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,12,IJ/SI,7.226,0.62,IGI,375546624,,104900.0,sold
YRA-0158-18W-8,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,18Kt,White,8,HI/SI,6.811,0.62,GIA,279328361,,111800.0,in_stock
YRA-0158-18W-10,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,18Kt,White,10,JK/SI,7.016,0.62,GIA,943639216,,93300.0,in_stock
YRA-0158-18W-14,CS-008,Kiara Color Stone Ring,Color Stone Jewellery,18Kt,White,14,IJ/SI,7.444,0.61,IGI,929310056,,106500.0,in_stock
YRA-0159-14W-10,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,14Kt,White,10,HI/SI,2.356,0.92,IGI,679158423,,84900.0,in_stock
YRA-0159-14W-20,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,14Kt,White,20,JK/SI,2.732,0.91,GIA,997919547,,57100.0,in_stock
YRA-0159-14W-6,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,14Kt,White,6,JK/SI,2.221,0.92,IGI,229225046,,53200.0,in_stock
YRA-0159-14Y-10,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,10,JK/SI,2.356,0.9,IGI,457074492,,53600.0,sold
YRA-0159-14Y-6,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,6,IJ/SI,2.221,0.89,IGI,743179250,,65800.0,in_stock
YRA-0159-14Y-20,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,20,JK/SI,2.732,0.9,IGI,105096237,,56700.0,in_stock
YRA-0159-18W-6,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,18Kt,White,6,IJ/SI,2.665,0.9,IGI,219569570,,74400.0,in_stock
YRA-0159-18W-20,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,18Kt,White,20,HI/SI,3.278,0.9,IGI,294773053,,96500.0,in_stock
YRA-0159-18W-10,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,18Kt,White,10,JK/SI,2.827,0.91,IGI,222318664,,62600.0,in_stock
YRA-0159-18Y-6,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,6,IJ/SI,2.665,0.92,GIA,886149249,,75500.0,sold
YRA-0159-18Y-20,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,20,IJ/SI,3.278,0.91,GIA,134870296,,81100.0,in_stock
YRA-0159-18Y-10,CS-009,Nyla Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,10,JK/SI,2.827,0.9,GIA,162121935,,62200.0,in_stock
YRA-0160-14R-14,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,14Kt,Rose,14,HI/SI,4.074,1.26,GIA,222868216,,123300.0,in_stock
YRA-0160-14R-6,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,14Kt,Rose,6,JK/SI,3.619,1.24,IGI,513495468,,77000.0,sold
YRA-0160-14R-10,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,14Kt,Rose,10,IJ/SI,3.84,1.24,GIA,372344322,,97900.0,in_stock
YRA-0160-14W-6,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,14Kt,White,6,JK/SI,3.619,1.23,IGI,128006089,,76600.0,sold
YRA-0160-14W-14,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,14Kt,White,14,IJ/SI,4.074,1.25,GIA,382588441,,100400.0,in_stock
YRA-0160-14W-10,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,14Kt,White,10,IJ/SI,3.84,1.23,IGI,944845883,,97400.0,in_stock
YRA-0160-18R-10,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,18Kt,Rose,10,IJ/SI,4.608,1.25,GIA,620596295,,112400.0,in_stock
YRA-0160-18R-14,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,18Kt,Rose,14,IJ/SI,4.889,1.26,IGI,655714166,,115800.0,in_stock
YRA-0160-18R-6,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,18Kt,Rose,6,HI/SI,4.343,1.22,GIA,522122234,,129900.0,in_stock
YRA-0160-18Y-6,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,6,JK/SI,4.343,1.24,GIA,483960983,,90200.0,sold
YRA-0160-18Y-10,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,10,HI/SI,4.608,1.25,GIA,132903042,,134600.0,in_stock
YRA-0160-18Y-14,CS-010,Rhea Color Stone Ring,Color Stone Jewellery,18Kt,Yellow,14,HI/SI,4.889,1.24,IGI,138438583,,136700.0,in_stock
YRA-0161-14W-10,CS-011,Sana Color Stone Ring,Color Stone Jewellery,14Kt,White,10,JK/SI,4.216,0.81,GIA,212927573,,65600.0,in_stock
YRA-0161-14W-12,CS-011,Sana Color Stone Ring,Color Stone Jewellery,14Kt,White,12,IJ/SI,4.342,0.82,IGI,598024964,,79700.0,in_stock
YRA-0161-14W-8,CS-011,Sana Color Stone Ring,Color Stone Jewellery,14Kt,White,8,JK/SI,4.093,0.85,IGI,252938119,,66100.0,sold
YRA-0161-14Y-8,CS-011,Sana Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,8,HI/SI,4.093,0.83,GIA,856007085,,92900.0,sold
YRA-0161-14Y-16,CS-011,Sana Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,16,JK/SI,4.606,0.84,IGI,628884676,,70000.0,in_stock
YRA-0161-14Y-10,CS-011,Sana Color Stone Ring,Color Stone Jewellery,14Kt,Yellow,10,IJ/SI,4.216,0.82,IGI,594027646,,78600.0,in_stock
YRA-0161-18R-18,CS-011,Sana Color Stone Ring,Color Stone Jewellery,18Kt,Rose,18,IJ/SI,5.694,0.82,GIA,806518825,,100300.0,in_stock
YRA-0161-18R-10,CS-011,Sana Color Stone Ring,Color Stone Jewellery,18Kt,Rose,10,IJ/SI,5.059,0.84,IGI,386828765,,95100.0,sold
YRA-0161-18R-8,CS-011,Sana Color Stone Ring,Color Stone Jewellery,18Kt,Rose,8,HI/SI,4.912,0.84,IGI,201965380,,108500.0,in_stock
YRA-0161-18W-12,CS-011,Sana Color Stone Ring,Color Stone Jewellery,18Kt,White,12,IJ/SI,5.21,0.85,GIA,960116696,,97100.0,in_stock
YRA-0161-18W-8,CS-011,Sana Color Stone Ring,Color Stone Jewellery,18Kt,White,8,HI/SI,4.912,0.83,IGI,846786382,,107800.0,in_stock
YRA-0161-18W-18,CS-011,Sana Color Stone Ring,Color Stone Jewellery,18Kt,White,18,IJ/SI,5.694,0.84,IGI,710105074,,101400.0,sold
YRA-0162-14W-14,CS-012,Diya Color Stone Ring,Color Stone Jewellery,14Kt,White,14,HI/SI,5.93,0.59,IGI,749563094,,91000.0,sold
YRA-0162-14W-20,CS-012,Diya Color Stone Ring,Color Stone Jewellery,14Kt,White,20,IJ/SI,6.48,0.61,IGI,373310051,,86200.0,in_stock
YRA-0162-14W-6,CS-012,Diya Color Stone Ring,Color Stone Jewellery,14Kt,White,6,JK/SI,5.268,0.59,IGI,920024380,,66000.0,sold
YRA-0162-14R-6,CS-012,Diya Color Stone Ring,Color Stone Jewellery,14Kt,Rose,6,JK/SI,5.268,0.6,GIA,174954212,,66400.0,in_stock
YRA-0162-14R-20,CS-012,Diya Color Stone Ring,Color Stone Jewellery,14Kt,Rose,20,HI/SI,6.48,0.58,IGI,634023889,,94900.0,in_stock
YRA-0162-14R-14,CS-012,Diya Color Stone Ring,Color Stone Jewellery,14Kt,Rose,14,JK/SI,5.93,0.61,IGI,466121476,,72200.0,in_stock
